Name,Year of release,Image,title,country origin,Number of Episode,Aired Date,original network,Duration,Content Rating,Rating,Rank,popularity,watcher,Synopsis,Genre,Tags,Cast,watch on,director,Aired On,,,,,
The Gentlemen of Wolgyesu Tailor Shop,2016,https://i.mydramalist.com/Yo6EAc.jpg?v=1,The Gentlemen of Wolgyesu Tailor Shop,South Korea,54,,KBS2,45 min,Not Yet Rated,7.9,1797,2300,"3,257","A family crisis arises when a much respected tailor suddenly leaves home. 

Laurel Tree Tailor Shop is family-owned and has been in business for almost a century. Its master-tailor, Lee Man Sool, has perfected the dying art of creatinga made-to- measure suit. 
 Man Sool departs, only leaving a note to his wife with instructions to sell the old - fashioned shop as the business is no longer viable and he just does not have the heart to do it himself. His wife, son and daughter are all taken aback by his decision.
Hisformer apprentice is devastated by the news of Man Sool’s disappearance and contemplates the idea of returning to the shop, which hiswife forbids. 
Family politics are at play when Dong Jin suddenly finds himself unseated as the president of his father-in-law’s company and his wife suing him for divorce. 
Dong Jin decides his best move is to return to his father’s tailor shop.
The seamstresses want to keep the shop open until their boss’s return, but one lady is unsure as she keeps having negativeexperiences with Dong Jin.

What will it take to save this beloved neighbourhood shop? 

(Source: Viki)","Romance,Drama,Family",,Lee Dong Gun Lee Dong JinMain RoleJo Yoon Hee Na Yun ShilMain RoleCha In Pyo Bae Sam DoMain RoleRa Mi Ran Bok Sun NyeoMain RoleChoi Won Young Sung Tae Pyung Main RoleHyun Woo Kang Tae YangMain Role,Viki  KBS World Kocowa  ,,"Saturday, Sunday",,,,,
"Father, I’ll Take Care of You",2016,https://i.mydramalist.com/dzQ3ec.jpg?v=1,"Father, I’ll Take Care of You",South Korea,50,,MBC,45 min,Not Yet Rated,7.5,3296,2084,"3,659","After Hyung Seob and Jung Ae worked hard to raise their four children, they are now ready to retire but one day all of their children move back into the house. Hyun Woo returns to Korea to seek revenge for getting separated from his only sibling and being sent to America. However, he reunites with Jung Eun whom he once met in New York. Will Hyun Woo be able to overcome his hurtful past and move on to find love? At the same time, Sung Joon also meets a girl named Dong Hee again whom he briefly met in Taiwan but finds her living in his parents’ house in Korea. Will Sung Joon and Dong Hee find true love? is about karmic connections, family values and young people who are destined to fall in love.
(Source: MBC)","Sibling, Revenge, Office Romance",,Kim Jae Won Lee Hyeon Woo / David LeeMain RoleLee Soo Kyung Han Jung EunMain RolePark Eun Bin Oh Dong HeeMain RoleLee Tae Hwan Han Sung JoonMain RoleNa Moon Hee Hwang Mi OkSupport RoleKim Yong Rim Oh Gwi BoonSupport Role,Netflix  Viki  Apple TV Kocowa  ,,"Saturday, Sunday",,,,,
Blow Breeze,2016,https://i.mydramalist.com/lEKPLc.jpg?v=1,Blow Breeze,South Korea,53,,MBC,1 hr 5 min,Not Yet Rated,7.1,4758,3673,"1,715","A wealthy, elderly man who was born in North Korea and amassed a $100 million fortune in South Korea knows that his time is short. One day, he coincidentally learns that he had a son that he did not know of. The elderly man desperately tries to track down his son but learns that he died. However, the elderly man soon discovers that his son has a daughter who was also defected from North Korea and is currently living in South Korea. Now, the elderly man is seeking to find her whereabouts so that she can inherit his fortune. The story revolves around the long-lost family members and a South Korean man with a North Korean woman who is able to find love by overcoming their differences.
(Source: MBC)","Secondary Couple, Mistake, Grandpa-Grandson Relationship, Fake Identity, Evil Daughter-in-Law, Selfish Mother, Secret, Fake Daughter, Family Reunion, Family Dispute",,Son Ho Jun Lee Jang GoMain RoleIm Ji Yeon Kim Mi Poong / Kim Seung HeeMain RoleHan Joo Wan Jo Hee DongMain RoleOh Ji Eun Shin Ae (Ep.1-12)Main RoleIm Soo Hyang Shin Ae (Ep.13-50)Main RoleHwang Bo Ra Jo Hee RaSupport Role,Netflix  WeTV   Viki  ,Kim Sa Kyung,"Saturday, Sunday",,,,,
7 First Kisses,2016,https://i.mydramalist.com/BqZxqc.jpg?v=1,7 First Kisses,South Korea,8,,Naver TV Cast,1 hr 5 min,Not Yet Rated,6.9,5132,189,"30,560","*This is an Ad for Lotte Duty  Mall*

Min Soo Jin is a receptionist working at Lotte Duty  mall. She is a person who never had a boyfriend nor has been kissed. It's her 25th birthday and she wishes to get a boyfriend. While at work, she helps a mysterious woman who wants to repay her by granting her wish of having a boyfriend. The woman then magically introduces 7 different handsome men to Soo Jin.

(Source: Written by MyDramaList)","Comedy,Romance,Sci-Fi",,"Lee Cho Hee Min Soo JinMain RoleChoi Ji Woo Herself [Angel of love] (Ep. 1,7)Main RoleLee Joon Gi Himself [IT tycoon] (Ep. 1-2)Main RolePark Hae Jin Himself [Manager] (Ep. 2-3)Main RoleJi Chang Wook Himself [Secret Agent] (Ep. 3-4)Main RoleKai Himself [Student] (Ep. 4-5)Main Role",LDF ,,"Monday, Thursday",,,,,
Infinite Challenge,2005,https://i.mydramalist.com/yNw26f.jpg,Infinite Challenge,South Korea,616,,MBC,20 min,Not Yet Rated,8.3,7340,5021,"1,082","Infinite Challenge is recognized as the first ""Real-Variety"" show in Korean television history. The program is largely unscripted and follows a similar format of challenge-based reality television programs, familiar to some audiences in the West. The challenges are often silly, absurd, or impossible to achieve, so the program takes on the aspect of a satirical comedy variety show rather than a more standard reality or contest program.","Reality show, Games",,"Yoo Jae Suk (April 2005 - March 2018)Main HostPark Myung Soo (May - July 2005, Oct. 2005 - March 2018)Main HostJung Joon Ha (March 2006 - March 2018)Main HostHa Ha (December 2005 - March 2008,March 2010 - March 2018)Main HostYang Se Hyung Main HostJo Se Ho Main Host",Viki SubscriptionKocowa Subscription,,Saturday,,,,,
City Hall,2009,https://i.mydramalist.com/l0yv4c.jpg?v=1,City Hall,South Korea,20,"Apr 29, 2009 - Jul2, 2009",SBS,40 min,Not Yet Rated,7.9,1672,1098,"7,343","City Hall is a drama that deals with politics in a romantic comedy genre. It's about the happenings between a young woman mayor and an elite bureaucrat. Jo Gook is an exceedingly smart government official. He passed the Higher Civil Service quickly and basically is the perfect guy. 
But being a deputy mayor is not enough for him. He lives with the dream of becoming South Korea's President. He should have easily gone straight to the top, but due to an unexpected incident, he gets dispatched as a deputy mayor for a provincial small town, Inju City, where Shin Mi Rae is working. 
Shin Mi Rae is a low-ranking secretary in Inju, but she works her way up to become the youngest City Mayor. As their paths meet, they have to deal with each other's personal and social differences. But despite their constant bickerings, will they end up in each other's arms?"," Father-Son Relationship, Corruption, Personal Growth",,Kim Sun Ah Shin Mi RaeMain RoleCha Seung Won Jo GookMain RoleLee Hyung Chul Lee Jeong DoSupport RoleKim Jin Sung Jo RangSupport RoleShin Jung Keun Director JiSupport RoleJungSoo Young Jung Boo MiSupport Role,Viki  SBS World   Kocowa ,Kim Eun Sook,"Wednesday, Thursday",,,,,
City Hunter,2011,https://i.mydramalist.com/a81mlc.jpg?v=1,City Hunter,South Korea,20,"May 25, 2011 - Jul 28, 2011",SBS,55 min,Not Yet Rated,8.4,418,31,"71,436","Lee Yoon Sung is a talented MIT-graduate who works on the international communications team in the Blue House. He plans revenge on five politicians who caused his father's death with his surrogate father Lee Jin Pyo and eventually becomes a ""City Hunter"". 

~~ Adapted from the manga ""City Hunter"" by Tsukasa Hojo.","Action,Thriller,Crime",,"Lee Min Ho Lee Yoon Sung / ""Poochai""Main RolePark Min Young Kim Na NaMain RoleLee Joon Hyuk Prosecutor Kim Young JooMain RoleKim Sang Joong Lee Jin Pyo / Steve LeeMain RoleHwang Sun Hee Jin Se Hee [Yeong Joo's ex-wife - Vet]Support RoleKim Mi Sook Lee Kyung Hee [Yoon Sung's Mom]Support Role",Viki SubscriptionApple TV ,,"Wednesday, Thursday",,,,,
Love Rain,2012,https://i.mydramalist.com/ae6vYf.jpg,Love Rain,South Korea,20,,KBS2,40 min,Not Yet Rated,7.6,2828,169,"33,072","Suh In Ha is a sensitive artist who falls in love at first sight with fellow college student, Kim Yoon Hee. The two of them develop feelings for each other, but before they can do anything about it, In Ha's best friend, Lee Dong Wook, professes his love for Yoon Hee. Not wanting to ruin his friendship, In Ha takes a backseat and watches as the girl he loves grows farther away from him. Fast-forward to present day Seoul where In Ha's son, Suh Joon, meets and falls in love with Ha Na, Kim Yoon Hee's daughter. The children are completely different from their parents in personality, but fate pulls them together.","Forbidden Love, Obsession, Love Triangle",,Jang Geun Suk Seo In Ha [1970s] / Seo Jun [In Ha's son]Main RoleIm Yoon Ah Kim Yoon Hee [1970s] / Jung Ha Na [Yoon Hee's daughter]Main RoleKim Shi Hoo Lee Dong Wook [1970s] / Sun Ho [Dong Wook's son]Main RoleLee Mi Sook Kim Yoon Hee [2012]Support RoleKwon In Ha Lee Dong Wook [2012]Support RoleYoo Hye Ri Baek Hye Jung [2012]Support Role,Netflix SubscriptionViki  ,,"Monday, Tuesday",,,,,
Gu Family Book,2013,https://i.mydramalist.com/doREzf.jpg,Gu Family Book,South Korea,24,"Apr8, 2013 - Jun 25, 2013",MBC,40 min,Not Yet Rated,8.3,491,138,"36,842","Choi Kang Chi is a half-human and half-mythical-creature who was adopted by the lord of the Hundred Years Inn. He was the son of Gu Wol Ryung, the guardian spirit of Jiri Mountain, and the human Yoon Seo Hwa.

Dam Yeo Wool is a martial arts master and daughter of the leader of a secret organization protecting the region. She was sent to the Hundred Years Inn to observe and protect its lord.

They met at the Hundred Years Inn, the most popular inn in the region, and fell in love with each other despite Choi Kang Chi being a half-human. When their world turned into chaos, it is up to Choi Kang Chi to put it back into order; and up to Dam Yeo Wool to ensure that Choi Kang Chi's half-mythical-creature side does not get the best of him.
(Source: Snoworld at MyDramaList)","Romance, Supernatural, Revenge",,Lee Seung Gi Choi Kang ChiMain RoleBae Suzy Dam Yeo WoolMain RoleLee Sung Jae Jo Gwan WoongSupport RoleYoo Yeon Seok Park Tae SeoSupport RoleLee Yoo Bi Park Chung JoSupport RoleSung Joon Gon YiSupport Role,Netflix  Viki  Apple TV  Kocowa ,Kang Eun Kyung,"Monday, Tuesday",,,,,
7th Grade Civil Servant,2013,https://i.mydramalist.com/M7EkLf.jpg,7th Grade Civil Servant,South Korea,20,"Jan 23, 2013 - Mar 28, 2013",MBC,60 min,Not Yet Rated,6.9,5115,808,"10,072","Two wannabe spys break up when one of them gets fired. Years later, both end up being spies working for different units, so they have to keep their covers up in real life. Gil Ro use his real identity, hence why he was simingly fired, to spy on his rich father. So, when Kim Seo Won appears as a new employee, he wonders if she really is just a doppleganger of the woman he loved.

(Source: MyDramaList)","Comedy,Romance","National Intelligence Service, Rivals To Lovers, Spy, Second Chance, Rich Male Lead",Joo Won Han Gil Ro / Han Pil HoonMain RoleChoi Kang Hee Kim Seo Won / Kim Kyung JaMain RoleKim Min Seo Shin Sun MiMain RoleHwang Chan Sung Kong Do HaMain RoleNoh Young Hak Kim Min Ho / Kim Seo Won [Kim Kyung Ja's brother]Support RoleChoi Jong Hwan Oh Kwang JaeSupport Role,,,"Wednesday, Thursday",,,,,
She Was Pretty,2015,https://i.mydramalist.com/XAd0gc.jpg?v=1,She Was Pretty,South Korea,16," Sep 16, 2015 - Nov 11, 2015",MBC,60 min,15+ - Teens 15 or older,8.1,1008,23,"77,309","As a young girl, Hye Jin was impossibly cute and lived a comfortable life with her wealthy parents.Since entering her teens, both her looks and fortunes have drastically changed.She currently lives rent- with a friend and is a part-time clerk at a convenience store. Out-of-the-blue, Sung Joon, her childhood friend,contacts her and suggests they meet.He is unaware that Hye Jin recently spotted him and knows how fit and handsome he had become.Not wanting to disappoint him, she insists her pretty best friend go in her place.What could go wrong? 
After landing a full-time job, Hye Jin is surprised to find out that Sung Joon is her boss. To add insult to injury, he is treating her with nothing but disdain and contempt. This is not the friend she fondly remembers, soshe goes about hiding her true identity from him.
(Source: MBC)","Friendship, Romance, Comedy, Drama","Office Romance, Secret, Workplace, Misunderstanding, Sismance, Makeover, Hardworking Female Lead, Character Development, Lying, Nice Female Lead",Hwang Jung Eum Kim Hye JinMain RolePark Seo Joon Ji Sung JunMain RoleGo Joon Hee Min Ha RiMain RoleChoi Si Won Kim Shin HyukMain RoleShin Dong Mi Cha Joo Young [Fashion Director]Support RoleAhn Se Ha Kim Pung Ho [Features Director]Support Role,Netflix  Kocowa   WeTV   Viki   Apple TV  ,Jeong Dae Yun,"Wednesday, Thursday",,,,,
Oh My Venus,2015,https://i.mydramalist.com/B1rl6_4c.jpg?v=1,Oh My Venus,South Korea,16," Nov 16, 2015 - Jan5, 2016",KBS2,60 min,13+ - Teens 13 or older,8.3,584,36,"68,315","Kim Yeong Ho is a personal trainer for Hollywood stars. He reluctantly comes back to Korea to face his family after a scandal with an actress. Even though he comes from a wealthy family background, he suffered a devastating injury during his childhood days. Now, he overcomes his problems with living a healthy lifestyle. Kang Joo Eun is a 33-year-old lawyer who was once the beauty of her school, nicknamed ""Daegu's Venus"". Over the years she has become overweight and unhealthy. She gets dumped by her boyfriend of 15 years. 
Kang Joo Eun meets Kim Yeong Ho, who agrees to be her personal trainer to help her get healthier. As they work on her physical transformation, they both discover they have feelings for each other. As they grow closer, they heal each other's emotional wounds and fall in love.","Action,Historical,Drama,Political","Weight Loss, Makeover, Body Image, Cohabitation, Bromance, Rich Male Lead, Hidden Identity, Hardworking Male Lead, Steamy Kiss, Painful Past","So Ji Sub Kim Young Ho / John KimMain RoleShin Min Ah Kang Joo EunMain RoleJung Gyu Woon Im Woo ShikMain RoleYoo In Young Oh Soo JinMain RoleSung Hoon Jang Joon Sung / ""Korean Snake"" [UFC fighter]Support RoleHenry Lau Kim Ji Woong [Joon Sung's manager]Support Role",Netflix  WeTV   Viki   Hulu  iflix Apple TV   Kocowa  ,Kim Eun Ji,"Monday, Tuesday",,,,,
Remember: War of the Son,2015,https://i.mydramalist.com/JERJlc.jpg?v=1,Remember: War of the Son,South Korea,20," Dec9, 2015 - Feb 18, 2016",SBS,60 min,15+ - Teens 15 or older,8.2,671,250,"24,663","Seo Jin Woo has hyperthymesia, a condition that makes him remember life experiences in vivid detail. His father, wrongfully accused of murder, was tried and put on death row. Determined to prove his father's innocence, Jin Woo uses his ability to save him.
(Source: MyDramaList)","Comedy,Romance,Youth,Family",,Yoo Seung Ho Seo Jin WooMain RolePark Sung Woong Park Dong HoMain RoleNamkoong Min Nam Gyu ManMain RolePark Min Young Lee In AhMain RoleJung Hye Sung Nam Yeo KyungMain RoleLee Won Jong Seok Joo Il [Dong Ho's superior]Support Role,Netflix  Viki  SBS World Kocowa ,Yoon Hyun Ho,"Wednesday, Thursday",,,,,
Reply 1988,2015,https://i.mydramalist.com/85xpmc.jpg?v=1,Reply 1988,South Korea,20," Nov6, 2015 - Jan 16, 2016",tvN,1 hr 40 min,15+ - Teens 15 or older,9,15,49,"61,715","Five childhood friends, who all live in the same Ssangmundong neighborhood of Seoul, lean on each other to survive their challenging teen years and set a path for their futures. Sung Deok Sun struggles for attention as the middle child in her poor family while also carrying the burden of her 999th ranking in school. Kim Jung Hwan only has a one-track mind for soccer, even after his family becomes rich overnight. Sung Sun Woo is the perfect student, student council president and a caring and dependable son in his family. Ryu Dong Ryong is a geek who knows more about girls and life than the rest of his friends, but his poor academic score prevents him from being able to go to college. Choi Taek is a genius baduk player who dropped out of school to go professional. As the group of friends gets into and out of mischief around the neighborhood, what experiences from these memorable times together will they carry with them into their future lives?","Comedy,Romance,Youth,Family","Neighbors, Slice Of Life, Childhood Friends, Multiple Couples, Nostalgia, Poor Family, Love Triangle, Best Friends, Heartfelt, High School",Lee Hye Ri Sung Deok Sun / Sung Soo YeonMain RoleGo Kyung Pyo Sung Sun WooMain RoleRyu Joon Yeol Kim Jung HwanMain RolePark Bo Gum Choi TaekMain RoleLee Dong Hwi Ryu Dong RyongMain RoleSung Dong Il Sung Dong Il [Deok Sun's father]Support Role,Netflix  WeTV   Viki   Apple TV  ,Shin Won Ho,"Friday, Saturday",,,,,
